concentration,filename,frame,pressure_MPa,H1_idx,H2_idx,H3_idx,H1_dB,H2_dB,H3_dB,U1_idx,U2_idx,U3_idx,U1_dB,U2_dB,U3_dB,target_bb_std,ambient_bb_std,harmonic_threshold_dB,U1_threshold_dB,U2_threshold_dB,U3_threshold_dB,exceeds_H1,exceeds_H2,exceeds_H3,exceeds_U1,exceeds_U2,exceeds_U3,safety_1s,safety_2s,safety_3s
1m_x_02,PCI_1m_x_02.pacq,4,0.04,12584,14681,16778,-57.0629756779107,-50.0172435715966,-57.4191755753882,14316,16700,18289,-54.7354442086688,-52.5565895288772,-51.4385202019011,0.484936064019951,0.485744391301445,-53.944192458876,-53.2469996145398,-50.0074715107837,-48.6693442511105,0,1,0,0,0,0,0,0,0
1m_x_02,PCI_1m_x_02.pacq,5,0.045,12584,14681,16778,-59.6220506166441,-53.0863873834091,-50.53294969894,14492,16190,18716,-53.8693124278648,-51.993508803136,-50.6562554244762,0.482251367253415,0.465281767395619,-53.9774620118647,-53.0071487680922,-50.1840865757163,-48.1756668206538,0,1,1,0,0,0,0,0,0
1m_x_02,PCI_1m_x_02.pacq,6,0.05,12584,14681,16778,-61.0231945658835,-52.6240716806081,-44.728597955391,12780,14877,18811,-46.9403682324225,-46.4735190269952,-41.0685421570487,0.474609137208945,0.474018350843289,-53.9380988900729,-53.6274229570285,-50.642513392505,-47.5078037648756,0,1,1,1,1,1,0,0,0
1m_x_02,PCI_1m_x_02.pacq,7,0.055,12584,14681,16778,-60.3055220189964,-48.692958744999,-51.9328508384608,12781,15597,17172,-53.7781345323453,-52.5644047506153,-49.6176975885538,0.470779361513407,0.480278100677452,-53.9163233305624,-53.1436285640195,-49.7130483895907,-46.1460400444399,0,1,1,0,0,0,0,0,0
1m_x_02,PCI_1m_x_02.pacq,8,0.06,12584,14681,16778,-57.6971742852888,-46.3766806632351,-52.3244838532473,14617,14745,18811,-52.3784266128009,-51.8673572400532,-47.1623951993516,0.484796165965023,0.473549943818784,-53.8795914292759,-51.6133987249039,-49.2074009255693,-47.1725706284844,0,1,1,0,0,1,0,0,0
1m_x_02,PCI_1m_x_02.pacq,9,0.065,12584,14681,16778,-57.1215204763284,-45.4392538290433,-49.0729756528222,14617,16667,18811,-53.2078209232769,-51.1762948089627,-45.4852623817679,0.559691658992818,0.470305588340059,-53.8330547011442,-48.8388657665188,-44.8586163382864,-44.1792303798068,0,1,1,0,0,0,0,0,0
1m_x_02,PCI_1m_x_02.pacq,10,0.07,12584,14681,16778,-52.1888254017494,-44.2854204639642,-42.2554394935178,14617,16707,18799,-40.8680362991635,-37.014952051702,-34.2310104885127,0.858841165246063,0.485041052096939,-53.869375382499,-43.9189697105974,-47.1664278663958,-41.4371394988691,1,1,1,1,1,1,0,0,0
1m_x_02,PCI_1m_x_02.pacq,11,0.075,12584,14681,16778,-50.7230257353379,-41.8060755828078,-46.6886923693989,14617,16703,18811,-48.029582826001,-46.3086158336425,-43.9047949309222,2.45987881323197,0.488338569620121,-53.8534278557025,-41.9309078971906,-45.7038954499367,-44.9138043436155,1,1,1,0,0,1,1,1,1
1m_x_02,PCI_1m_x_02.pacq,12,0.08,12584,14681,16778,-48.6959971360798,-38.1958951314421,-43.0354920703475,14617,14745,18811,-46.0377247785368,-47.245590802261,-41.704841572287,1.97773916446928,0.481666646114749,-53.790962359901,-41.151423171926,-45.8726177925698,-40.3024151234931,1,1,1,0,0,0,1,1,1
1m_x_02,PCI_1m_x_02.pacq,13,0.085,12584,14681,16778,-46.1842903850206,-36.6208440268862,-37.3525695016405,14617,16713,18811,-44.1310337951499,-40.8913311987576,-36.7736265670295,3.18317086215816,0.476170191370291,-53.7516330424052,-39.3371779913198,-41.4685583535544,-40.153741477451,1,1,1,0,1,1,1,1,1
1m_x_02,PCI_1m_x_02.pacq,14,0.09,12584,14681,16778,-45.9226444397567,-37.2925776353299,-37.2420700501171,14617,16714,18811,-44.9811861570666,-42.6753618586429,-36.9793585791291,3.85739829279035,0.483775269607486,-53.6234278472822,-38.1180725317996,-38.2712544745791,-38.1646407680008,1,1,1,0,0,1,1,1,1
1m_x_02,PCI_1m_x_02.pacq,15,0.095,12584,14681,16778,-42.2591971286555,-36.0202140542092,-33.0145865062417,14617,16714,18804,-43.1211257488825,-38.101685289217,-35.5982121572007,5.54428111522148,0.489339293836667,-53.6293451916236,-36.8197345780857,-35.5535750521584,-35.6738214289206,1,1,1,0,0,1,1,1,1
1m_x_02,PCI_1m_x_02.pacq,16,0.1,12584,14681,16778,-40.4607673859524,-34.5370377220908,-41.1250854201052,14617,16729,18811,-41.8330458512529,-41.3030056970056,-36.4810174489508,9.59424207212932,0.496292359263224,-53.5629526189086,-35.4703741112511,-35.2596619913373,-35.4317197840598,1,1,1,0,0,0,1,1,1
1m_x_02,PCI_1m_x_02.pacq,17,0.105,12584,14681,16778,-39.1317146885372,-32.602356089822,-40.5539050097356,14617,14745,18811,-39.9560094942949,-40.5557607449236,-36.9933345405694,8.11904791755574,0.536816597793163,-53.4614627428405,-33.9681800802946,-32.2599926480434,-32.3356325528671,1,1,1,0,0,0,1,1,1
1m_x_02,PCI_1m_x_02.pacq,18,0.11,12584,14681,16778,-38.3864567969543,-30.3205678303927,-36.5689803586251,14617,16715,18811,-37.4192689929059,-37.2215512350585,-34.1397537741174,10.5038525027591,0.546238501971437,-53.4365278297605,-32.4322360195811,-33.0887370031107,-33.2160130448232,1,1,1,0,0,0,1,1,1
1m_x_02,PCI_1m_x_02.pacq,19,0.115,12584,14681,16778,-36.6537087017054,-29.3730777135789,-33.3026377029186,14617,14745,18812,-38.1419076570758,-37.6434119617628,-35.7531063565928,10.4437567838846,0.561666192826163,-53.3771470985508,-32.234221999939,-34.1897054847402,-33.9587619714926,1,1,1,0,0,0,1,1,1
1m_x_02,PCI_1m_x_02.pacq,20,0.12,12584,14681,16778,-36.2132258507522,-29.8670594292117,-30.7609927455818,12780,14877,18811,-35.2843790627305,-36.8501895352948,-34.1351897011751,12.8486512906184,0.59107956143872,-53.2707564947119,-32.6015986999598,-33.1271731838607,-29.2599953515676,1,1,1,0,0,0,1,1,1
1m_x_02,PCI_1m_x_02.pacq,21,0.125,12584,14681,16778,-32.9184107350358,-29.5314029375716,-29.1813052890259,14617,16714,16843,-37.8987684857152,-36.6202071881405,-35.437996661661,10.8155707229531,0.600999667339777,-53.2609320934293,-31.8762468143978,-34.9148964197528,-26.0697893957785,1,1,1,0,0,0,1,1,1
1m_x_02,PCI_1m_x_02.pacq,22,0.13,12584,14681,16778,-32.9371072246794,-28.4859663344302,-30.2572688177168,14617,14745,18812,-36.2962641048175,-36.3595819216427,-33.9721693070284,13.7283851002742,0.675673681219014,-52.9135115171115,-29.2937086368692,-32.4646251419362,-24.0073676222965,1,1,1,0,0,0,1,1,1
1m_x_02,PCI_1m_x_02.pacq,23,0.135,12584,14681,16778,-30.9043538584814,-26.2337615107624,-31.9558826253894,14617,14745,18696,-34.2876140533601,-32.8951521667338,-32.1101166572357,17.3532797523407,0.661811348616496,-53.056225265536,-28.0413474456783,-33.0631469502553,-22.44602478726,1,1,1,0,1,0,1,1,1
1m_x_02,PCI_1m_x_02.pacq,24,0.14,12584,14681,16778,-28.5462614786573,-24.8778810739302,-31.0874248353246,13193,16446,17322,-29.8809443492578,-26.9001985830594,-24.4464173451776,13.9769976801335,0.73615896189544,-52.9577831430724,-28.6148221387475,-30.8858891641089,-22.1121417202197,1,1,1,0,1,0,1,1,1
1m_x_02,PCI_1m_x_02.pacq,25,0.145,12584,14681,16778,-28.9017454588729,-24.9047373807804,-28.0235423384343,14584,16680,17804,-26.26464786562,-24.4305962980898,-21.257599483274,17.4838094661328,0.75307115990572,-52.7504275567875,-25.9233807639402,-28.9859796942934,-21.1375205048809,1,1,1,0,1,0,1,1,1
1m_x_02,PCI_1m_x_02.pacq,26,0.15,12584,14681,16778,-23.6997689400304,-23.8535481705951,-22.7533246746929,14579,15493,18646,-21.1250254743149,-18.5693336972086,-15.7033962964269,25.2191139203936,0.781896132865829,-52.5921584629752,-24.6617395594979,-27.8926410725342,-20.8715442701799,1,1,1,1,1,1,1,1,1
1m_x_02,PCI_1m_x_02.pacq,27,0.155,12584,14681,16778,-27.1596242509418,-25.0482579912121,-24.2396720161378,14092,16631,18191,-27.4751060328584,-25.669791574672,-22.190650822407,21.3761266756459,0.836263251524327,-52.3876859610292,-23.3877150567548,-26.9414274213098,-19.5250094141728,1,1,1,0,1,0,1,1,1
1m_x_02,PCI_1m_x_02.pacq,28,0.16,12584,14681,16778,-22.8137661791032,-18.3625488703138,-20.4324612113948,13040,15832,17930,-16.9744549525959,-15.025512809087,-12.5396422629019,36.946476300748,0.939150347530212,-52.357284334588,-22.5750637230035,-27.9093449959311,-21.2291160031417,1,1,1,1,1,1,1,1,1
1m_x_02,PCI_1m_x_02.pacq,29,0.165,12584,14681,16778,-25.3718076424761,-19.3171606102429,-23.6675809729472,14535,15839,18770,-20.9172499907748,-17.3196793297451,-15.0302319660272,28.0047531665985,0.96728555655438,-52.0626012172031,-22.9336830423437,-26.3131045342869,-20.1079253842266,1,1,1,1,1,1,1,1,1
1m_x_02,PCI_1m_x_02.pacq,30,0.17,12584,14681,16778,-22.180343425818,-16.4692251081504,-17.1823650109868,14476,15712,17809,-16.884331133164,-14.4665188506427,-11.3647517815234,36.3648622483593,1.00960132190753,-52.0373707586178,-22.2434142418876,-26.9044803408376,-20.7222786228664,1,1,1,1,1,1,1,1,1
1m_x_02,PCI_1m_x_02.pacq,31,0.175,12584,14681,16778,-20.8158571057944,-16.0658201251079,-20.1046542630795,14301,16694,18206,-14.4675315671288,-11.4371427900771,-10.4746672653909,50.9157039121118,1.1184826954886,-51.9394180120308,-22.4721366449541,-25.3979093724033,-20.9244847599353,1,1,1,1,1,1,1,1,1
1m_x_02,PCI_1m_x_02.pacq,32,0.18,12584,14681,16778,-22.8941907646378,-15.0141992748644,-21.6134619730166,14493,16357,18759,-16.7595350309632,-13.1596369355356,-12.6281421280433,33.3874893985732,1.19513649086624,-51.6930576443785,-21.8757310395086,-24.4797391366621,-18.024877342886,1,1,1,1,1,1,1,1,1
